"text","valence","dominance","arousal"
"It doesn't have to be perfect, just good enough to get you places.",NA,NA,NA
"So pick one up, and ride it to the end of your block!",1,1,1
"Then keep going!",1,1,1
"Even if your life requires four wheels, you can use a bike for local errands.",0,1,0
"Ride it to the corner store when you need milk, instead of driving across town to the grocery store.",NA,1,NA
"(Don't like the milk they sell?",0,1,1
"Tell the store owner what you like, and see if he'll carry it.",1,1,1
"Now you're changing the world.)",1,1,1
"On weekends, instead of driving to the park, hop on your bike and go exploring.",1,1,1
"It doesn't have to be a workout: you can just toodle around town and look at stuff.",1,1,NA
"Or, if you're a gym buff, trade a workout for a bike ride.",1,NA,NA
"Save the World, Ride a Bike a visit to Troy Bike Rescue",1,NA,NA
"Unless you live on a major highway, odds are you can ride straight from your front porch to someplace interesting.",1,1,NA
"On vacation, rent a bike instead of a scooter (or, God forbid, a Segway).",NA,1,1
"It's cheaper, and much better for the local flora&fauna.",1,NA,NA
"Still not convinced?",NA,1,1
"Then think of it this way: by riding your bike instead of driving your car, you're reducing your consumption of fossil fuels.",1,NA,NA
"You can even calculate the money you save on gas, and keep it in a jar for a rainy day.",1,NA,0
"Cycling is a thing of the past: a sport, a hobby, but rarely a mode of transportation.",NA,1,NA
"Want to get involved?",1,0,1
"Bike clubs tend to be pretty anarchic, but if you look around your community you'll find both bike riders and shop owners who ride for change.",1,NA,0
"Can't find a bike community?",NA,NA,0
"Start your own!",0,1,1
"Karen Turnbull 01. Oct, 2009 at 12:54 pm",NA,NA,0
"what a great article, i will be passing it on.",1,1,1
"In the meantime you might like this blog post i cam across: http://blog.sophianetwork.org.uk/2009/09/women-tackling-climate-change.htm",NA,1,1
"Raggedy Annarchy 01. Oct, 2009 at 12:59 pm",0,0,1
"Tried/shared/re-tweeted, with pleasure!",1,NA,1
"Even kept Pansy in the basket as my Toto.",1,0,0
"Bike rescue is not just for kids.",1,1,1
"One of my dear friends who can't drive to due to combat injuries had her ride stolen while we were sharing a beer in broad daylight last weekend.",0,0,1
"But I'm here to tell you: riding your bike is still fun, and still fast, and it's the cheapest and most socially responsible workout you'll ever get .",1,1,NA
"Shame, shame.",0,1,1
"I passed along this article to her, and she suggest that when we start our own bike rescue, we'll do like the U.S. in East Timor did and graffiti Delta Bike Rescue on all the chassis.",1,1,1
"Fall is exactly 79% more tingly when experienced by bike.",0,1,0
"This post is the first of a three-part series on bike culture.",NA,NA,NA
"And there are no two ways about it: if you give a kid a bike, that kid will ride.",1,1,1
"In Troy, New York, I met one Andrew Lynn.",NA,NA,0
"He's somewhat of a man brain trust , and one of his best creations is the Troy Bike Rescue .",1,1,1
"David's a dedicated and inspired agrarian, whose passion for farming keeps him optimistic.",1,NA,1
"But farming on the Outer Cape is the sort of Sisyphian challenge that can wear anybody out.",0,NA,0
"The hard truth: The soil of North Truro is not strong enough to support agriculture.",0,1,NA
"Without fertilization, it deteriorates shockingly fast.",0,1,1
"David points out a patch of sand with a thin strip of fertile loam along the edge.",NA,NA,NA
"Last season it was a fertile veggie bed -- but it was left un-fertilized as an experiment.",1,0,NA
"""This is what happens,""",0,NA,0
"""This is what happens,"" David says.",0,1,NA
"""You have to keep feeding it organic material, or it turns back into sand.""",NA,NA,0
"Read about death & carnage in the shell shop , find out about the eco-friendly food scene , look at the pretty pretty sunset , or continue on...",1,NA,1
"This plot was a test run, left untended for a single season.",0,NA,0
"Last year's rich loam is now useless sand.",0,0,NA
"It's always been this way in North Truro.",NA,0,0
"The Outer Cape is really just a spit of sand -- but still, farmers lived here for generations.",NA,NA,0
"How?",NA,NA,1
"Salt marsh hay.",NA,NA,0
"There used to be a local tradition in this area: at each spring tide , the local community would head out to the bogs and marshes to harvest the grasses.",1,NA,1
"This was called ""salt marsh haying"".",NA,NA,0
"""salt marsh haying""",0,0,0
"Salt marsh hay has no weed seeds, and it doesn't compact as heavily as other types of hay.",1,NA,0
"This makes it an excellent and bountiful source of compost, and it was used for generations as a soil enricher.",1,1,NA
"But haying had to happen regularly, says David: ""There's so much oxygen in this soil, any added compost gets burned up in six weeks.",0,1,NA
"""There's so much oxygen in this soil, any added compost gets burned up in six weeks. All the nutrients get depleted.""",0,0,0
"All the nutrients get depleted.""",0,NA,0
"The only way to keep things going here is to keep a steady flow of compost coming in.",1,1,1
"That means truckloads of hay, and that means a lot of work.",0,0,0
"Last year, David and Arthur brought in a semi truck loaded with leaf mulch.",NA,0,NA
"It worked -- but it cost money, and it disappeared fast into the hungry ground.",0,0,0
"Not a long-term plan.",0,0,NA
"Without that community support, it's nearly impossible for him to harvest hay often enough to keep the farm green.",0,0,NA
"Meanwhile, in Tourist Town USA...",NA,0,0
"David DeWitt doesn't look like a farmer.",0,NA,0
"The Provincetown farmers market has lovely produce, but little of it was grown on the Cape.",NA,NA,NA
"Provincetown's official population of 3,500 supports a tourism industry that serves millions of visitors each year.",1,1,NA
"City folk marvel at the quaint charms of the Cape, its idyllic beauty and simple pleasures.",1,1,1
"And then they go out to eat.",NA,0,0
"Even if tourists were interested in sustainable food (they totally don't care ), they'd be hard pressed to find a locally-sourced meal.",0,NA,0
"With his long hair, scruffy beard and t-shirt, he'd fit in more at a Phish show than behind a plow.",1,NA,NA
"You can't squeeze blood from a stone, and you can't get big vegetable crops from sand dunes.",0,1,NA
"End of story.",0,1,1
"Well, not exactly.",0,NA,NA
"David isn't giving up -- in fact, he's got plans and ideas to refashion North Truro's farming community.",0,NA,NA
"Hence the Ag Fair, and the ongoing experimentation with varieties and soils at First Light.",NA,0,NA
"David isn't alone: he's got the support (and companionship) of a growing group of gamechangers.",1,1,1
"If the young farmers and foodies of Truro can organize, they might just be able to get local agriculture back on its feet.",1,1,0
"Their main opponent?",1,1,1
"The tourism and real estate industries, which insist upon turning every arable inch of the Cape into somebody's backyard.",0,NA,0
"The same population that would consume the food produced here is actively inhibiting its production.",0,0,1
"But appearances are deceiving, and David's comfy mien belies a passion that is influencing the culture of northern Cape Cod.",0,0,1
"No surprise there.",0,1,0
"After all, what's the point of farming on the beach?",0,NA,0
"2 Responses to ""Farming on Sand""",NA,NA,0
"Melody M Thibodeau 25. Sep, 2010 at 7:52 am",NA,NA,0
"You know they could. It would be even better for the system.",NA,0,1
"This would also, make it more profitable.",1,1,0
"The horses.",1,NA,NA
"would be heathier.",1,NA,0
"They wouldn't have to be standing on the acidic sand all of the time.",NA,0,0
"The straw/hay could also be a form of supplemental food, for livestock/horses, which has been used in before times.",1,NA,0
"Farming on Sand: The trouble with ""eating local"" on Cape Cod | Uprooted, an eco/travel blog",0,NA,NA
"The straw, should be separated from the manure and dried in the air, then buised, by hooves.",NA,NA,NA
"Then it is more ready, to be mixed with the soil, in the spring.",NA,NA,NA
"To wit: in 2009, David helped launch the Truro Ag Fair -- an event that exceeded all expectations and brought huge crowds to local farmers' booths.",1,1,1
"He runs the Rock Spray nursery, a Certified Natural provider of evergreens and ornamentals.",NA,NA,0
"And he manages the First Light Organic Farm, a lush green spot in a hollow of North Truro.",NA,NA,NA
"Here, David and his partner Arthur Teubner work year-round growing heirloom and hardy fruits and veggies to sell at market.",1,0,0
"This is part 4 of a 4-part series on tourism's impact on Cape Cod.",NA,NA,0
"Kitchen Equipment.",NA,0,0
"Woks and any other gadgets essential for Chinese cookery make good purchases.",1,1,0
"Department stores sell all sorts of intriguing kitchen equipment.",1,NA,NA
"Leather Goods.",NA,NA,0
"Large shops on the fashionable thoroughfares tend to be more expensive than smaller “family” shops tucked away in the side streets.",1,1,NA
"Locally made items do not live up to their European models.",NA,1,NA
"However, the leather garment industry is growing, and there is a wide range of locally produced leather accessories, all at extremely attractive prices.",1,NA,1
"For European imports, you will pay top dollar.",0,NA,0
"Musical, Audio, and Video Equipment.",NA,0,0
"Hong Kong has a vast range of the most high-tech audio-visual, sound, and screen equipment.",1,1,NA
"While it’s no longer the bargain shopping destination it once was, there are still some good buys to be had.",1,0,NA
"Before purchasing, visitors should make sure of compatibility with systems in their own countries.",NA,1,NA
"Be sure to look around and compare before buying.",1,1,0
"Whatever you buy, you may be able to work out a discount.",1,NA,NA
"Ready-to-wear Clothes.",NA,NA,0
"Hong Kong’s shops carry almost every recognizable European and many American labels, from top-end designers to the moderately priced or trendy.",1,1,NA
"Nathan Road, Central, and the hotel malls are places to look.",NA,0,0
"There are still a great many factory outlet stores with reasonable prices.",1,1,NA
"You’ll also find bargain clothes for sale at the markets and on push-carts.",1,1,NA
"Tailoring.",NA,NA,0
"Tailor-made clothes are not as popular in Hong Kong as they were in the past, but hundreds of shops still remain.",NA,NA,0
"Local tailors are experts when it comes to producing custom-tailored garments for both men and women, and are also adept at copying patterns.",0,NA,1
"In choosing a tailor, look for HKTA membership.",NA,1,NA
"Stores do not open until 10am or later, but shopping goes on into the evening, up to 9:30pm.",NA,1,0
"Many tailors have Web sites or are listed on Web sites.",NA,NA,0
"Tea.",1,NA,0
"Shops all over town will sell you gift tins of exotic blends.",1,1,1
"If you want to learn something about tea, go to the Tea Shop at 149 Hollywood Road, or the Moon Garden Tea House at 5 Hoi Ping Road, Causeway Bay.",1,1,0
"The owners will brew up a pot so you can taste before making a choice.",1,1,1
"Watches.",0,NA,0
"The saying “Time is money” is quite literally true in Hong Kong: more is spent on watches and clocks here than on cameras and optical goods.",NA,1,NA
"An enormous variety of makes and models are on sale.",1,NA,NA
"Be sure to get the manufacturer’s guarantee stamped or signed if you buy a watch.",0,1,0
"Entertainment",1,1,1
"Day and night, the action goes on in this vibrant city.",1,1,1
"Most shops are open seven days a week.",1,0,0
"Hong Kong Diary published weekly by HKTA tells what’s happening in the arts.",1,1,0
"Hong Kong Life is published by the Hong Kong Standard on Sunday, and the South China Morning Post has an entertainment section on Friday.",NA,0,0
"Culture buffs are well catered to, and there is always a varied program of events, ranging from world-class concerts to local amateur dramatic productions.",1,NA,1
"A highlight of the arts calendar is the annual Hong Kong Arts Festival, a three-week dose of international culture in February, with concerts, recitals, plays, jazz, Chinese opera, and innovative productions put on by leading talent from both East and West.",NA,NA,0
"Shops in Central are an exception; they generally close at 6pm and are not open on Sunday.",NA,NA,NA
"Tickets for the shows must be reserved well in advance.",1,NA,NA
"The Festival of Asian Arts takes place every other October, bringing to Hong Kong for two weeks orchestras, dance groups, opera, and drama companies from all over Asia.",1,NA,0
"There are more than 30 cinemas in Hong Kong, and the latest Western releases are shown in some of the larger ones.",NA,NA,0
"English-language films have Chinese subtitles.",1,1,0
"The Hong Kong International Film Festival takes place in April.",1,1,NA
"More than 200 films from all over the world are shown at this two-week event.",1,1,1
"The only holiday on which all commerce comes to a halt is the Chinese New Year in January or February.",NA,NA,0
"Ask at City Hall center about advance reservations.",1,1,0
"The Performing Arts",1,NA,NA
"Performance Venues.",1,NA,0
"The theaters in the Hong Kong Cultural Center in Tsim Sha Tsui are the main venues for concerts and opera.",NA,0,0
"Other performance centers are the City Hall cultural complex, with exhibition halls and theaters that present concerts, plays, and films; the Hong Kong Academy for the Performing Arts with two major theaters for dance, drama, and concert performances; and the Hong Kong Arts Centre in Wan Chai, where both local and visiting groups perform.",1,NA,NA
"Other centers for concerts, plays, and entertainment are Sha Tin Town Hall and Tsuen Wan Town Hall in the New Territories.",NA,NA,NA
"Larger arenas, including the Queen Elizabeth Stadium, the Hong Kong Coliseum, and the Ko Shan Theater in Kowloon play host to various concerts, pop concerts, sporting events, and variety shows.",1,NA,NA
"Classical Music.",1,NA,0
"The Hong Kong Chinese Orchestra performs new and traditional works; a wide assortment of traditional and Chinese instruments are featured.",1,NA,1
"The Hong Kong Philharmonic Orchestra was founded in 1975.",NA,0,0
"Buyer Beware.",0,1,1
"Under its conductor, David Atherton, it offers Western classical works and new works by Chinese composers in a September-to-June season.",1,1,0
"Be aware that name brands, including electronics, are sometimes fakes, glass may be sold as jade, and that antique you bought may have been made last night.",0,1,0
"Chinese Opera.",0,NA,NA
"Cantonese opera is alive and well in Hong Kong, and the two other forms, Beijing and Kun, are sometimes presented.",1,NA,NA
"To most foreigners, this unique art form is likely to be inscrutable at first exposure, but everyone can appreciate the spectacle and the elaborate, glittering costumes.",1,1,1
"Although the music may seem strange to the unaccustomed ear, it certainly won’t put you to sleep; cymbals and drums guarantee your alertness.",1,1,1
"Dance.",1,NA,1
"Hong Kong’s three professional dance companies — the Hong Kong Ballet Company, the Hong Kong Dance Company, and the newer City Contemporary Dance Company — perform regularly, often at the Hong Kong Academy for the Performing Arts.",NA,1,NA
"Theater.",NA,NA,1
"The two leading local troupes, the Chung Ying Theatre Company and the Hong Kong Repertory Theatre, perform in Cantonese; there are English-language performances at the Fringe Club theaters, 2 Lower Albert Road, in Central.",1,NA,0
"Puppet Shows.",0,NA,0
"The classic Chinese puppet is the shadow puppet, manipulated behind a screen by three rods, but hand puppet and marionette shows are also on offer, often for free at public parks and playgrounds.",1,NA,NA
"Nightlife",1,1,1
"Hong Kong by night can suit any taste — riotous, sedate, raw, or cultured.",1,NA,NA
"Note that sometimes there is a cover charge of HK$50 to HK$200 at clubs, which may or may not include a couple of drinks.",0,0,NA
"There are nightclubs in the principal hotels, with bands, dancing, and floor shows.",1,NA,1
"Always ask for a receipt that records information about the item, and if you buy an antique, be sure to get a certificate of authentication.",NA,1,0
"Jazz fans will find live jazz presented by international artists at the Jazz Club and Bar, 2/F, 34-36 D’Agular, Central; and at the Blue Note in the Kowloon Shangri-La Hotel in Tsim Sha Tsui.",1,NA,1
"The Frin ge Club, 21 Lower Albert Road, Central, is Hong Kong’s best-known alternate entertainment venue, with jazz, rock, and other live music, in addition to a gallery for visual arts.",1,NA,NA
"Bars with views and live music include Sky Lounge in the Sheraton Hotel and Towers, Tsim Sha Tsui; and Cyrano in the Island Shangri-La in Pacific Place.",1,NA,0
"Pubs are numerous.",NA,NA,NA
"In Tsim Sha Tsui, Ned Kelly’s Last Stand on Ashley Road is an Aussie institution; Delaney’s, 71-77 Peking Road, is one of Hong Kong’s enduring Irish pubs.",NA,NA,0
"The clubs and bars of Wan Chai, long the center of seedy nightlife, have become almost respectable.",1,0,0
"Joe Bananas, 23 Luard Road, is a Wan Chai mainstay for all-night partying.",1,1,1
"Rick’s Cafe, 78-82 Jaffe Road, is a long-time disco that’s still popular.",1,NA,1
"A lot of the raunchy action has moved across the harbor to Tsim Sha Tsui East; this is also where you’ll find pricey hostess clubs, popular with Japanese tourists, but definitely not for those on a budget.",0,0,0
"Today’s trendy spot is Soho (SOuth of HOllywood) around Hollywood Road, Elgin, and Stauton streets.",1,NA,NA
"Soho, along with the Lan Kwai Fong area, is popular with chuppies (Hong Kong yuppies) and has a lively bar scene.",1,NA,NA
"Causeway Bay also has a variety of bars and clubs.",1,0,0
"Needless to say, avoid peddlers who approach you on the street and offer to take you to wondrous bargains.",0,NA,1
"TOTT’s, in the Excelsior Hotel, is a restaurant with live music and dancing and a harbor view.",1,NA,1
"Japanese karaoke bars have now become extremely popular with the locals.",1,NA,1
"There are a number of these on Chatham Road South and around Cameron Street in Tsim Sha Tsui.",1,NA,1
"The most typical of these are harbor cruises, usually including dinner and dancing on board an air-conditioned floating nightclub.",1,NA,0
"There are evening bus tours that include visits to a restaurant and night spots; some tours combine a Chinese banquet with a visit to an open-air market and the panorama from Victoria Peak.",1,1,0
"Beaches.",1,1,0
"In subtropical Hong Kong you can swim from April to early November.",1,NA,NA
"There are more than 40 beaches in Hong Kong that are free to the public.",1,1,1
"Most have lifeguards on duty from April to October, changing rooms, toilets, and snack stands.",1,NA,NA
"On Hong Kong Island, Repulse Bay is the most popular; others are Shek O on the east coast and Stanley and Deep Water Bay on the south coast.",1,1,0
"They are very crowded, especially on summer weekends.",0,NA,1
"On the outlying islands, Cheung Chau and Cheung Sha are on Lantau, and Hung Shing Ye and Lo So Shing on Lamma; inquire about water pollution levels.",NA,NA,NA
"The large department stores have fixed prices, but elsewhere you should ask whether there is a discount, especially if you buy several items in one shop.",1,1,0
"The Hong Kong Golf Club (Tel. 2812 7070) welcomes visitors to its three 18-hole courses at Fanling in the New Territories, or the 9-hole course at Deep Water Bay.",1,NA,NA
"The Discovery Bay Golf Club on Lantau island (Tel. 2987 7273) has an 18-hole Robert Trent Jones Jr. course, open to visitors Monday, Tuesday, and Friday.",1,1,1
"Many Hong Kong residents and visitors take the express train to Guangzhou to play at the Guangzhou Luhu Golf and Country Club (Tel. 2317 1933 in Hong Kong or 020-8350 7777).",1,0,0
"The 72-par course was designed by Dave Thomas.",1,0,0
"Hiking.",1,NA,NA
"In the New Territories the famous MacLehose Trail stretches 97 km (60 miles) from Sai Kung Peninsula to Tuen Mun.",NA,NA,0
"The Lantau Trail is a 69-km (43-mile) circular trail on Lantau Island that begins and ends at Silvermine Bay.",1,1,0
"Both trails are divided into smaller segments of varying difficulty.",0,NA,0
"Maps of hiking trails are available at the Government Publications Center, Low Block, Government Offices, 66 Queensway in Central.",1,NA,0
"HKTA also has trail maps and sponsors the Guided Nature Walks, led by rangers, that include hikes in all the different regions of Hong Kong.",1,1,NA
"Jogging.",NA,1,0
"Victoria Park has a jogging track in Causeway Bay.",1,NA,0
"Sailing.",NA,NA,0
"Because of the heavy harbor traffic, only sailors licensed by the Hong Kong authorities can run pleasure boats in local waters.",NA,NA,NA
"Contact the Hong Kong Yacht Club at Tel. 2832 2817 for information.",NA,1,0
"Compare prices before you buy any significant item.",1,NA,NA
"Taijiquan (Tai Chi).",0,NA,0
"HKTA offers lessons in these exercises that improve concentration and balance at Garden Plaza, Hong Kong Park, Admiralty (Tel. 2058 1234).",1,1,NA
"Tennis.",NA,NA,0
"There are 13 public courts at Victoria Park Tennis Centre (Tel.",NA,0,0
"Horseracing.",NA,NA,0
"All levels of society share a feverish interest in the Sport of Kings.",1,1,1
"The racing schedule is September to June, and Hong Kong maintains two tracks — the older Happy Valley course on Hong Kong Island and the striking Sha Tin track in the New Territories.",1,NA,0
"Always ask to see the manufacturer’s guarantee when purchasing watches, cameras, and audio-visual and electronic equipment.",1,1,0
"The Hong Kong Tourist Association runs a “Come Horseracing Tour,” which includes entry to the Hong Kong Jockey Club visitors’ box and members’ enclosure, and a buffet-style meal.",NA,1,NA
"Cricket.",NA,NA,NA
"Rugby.",0,1,0
"The Rugby Sevens sees teams come together from all over the world for 15 matches in March or early April.",1,NA,0
"Hong Kong has many attractions that appeal to children of all ages.",1,NA,NA
"Since Hong Kong is a duty-free port and charges no sales tax, goods are cheaper here than in the country where they were made.",NA,NA,0
"Hong Kong’s many beaches are especially fun for children.",1,1,1
"Children love riding on Hong Kong’s antique trams.",1,NA,1
"A ride on the Peak Tram is sure to provide a thrill, and in the Peak Tower they’ll enjoy the Peak Explorer ride and Ripley’s Believe it or Not! Ocean Park (see page 32) is popular with children of all ages.",1,1,1
"There’s a special Kid’s World that those under 12 can enter free when accompanied by a paying adult.",1,1,1
"The more daring can try out the terrifying roller-coaster rides.",1,1,1
"Hong Kong’s state-of-the-art interactive museums will interest children of all ages.",1,1,1
"The Science Museum in Tsim Sha Tsui East allows children to get their hands on over half of its 500 exhibits, while the nearby Space Museum has regular screenings on an enormous Omnimax screen in its Space Theater, making the night sky come vibrantly alive.",1,NA,NA
"Note that when haggling, the merchant assumes you are prepared to pay cash.",1,1,NA
"For children who love boats, riding the Star Ferry or ferry trips to outlying islands will be exciting, and the Dolphin Watch trip (see page 113) is certain to appeal.",1,1,1
"If you plan to visit during May, the carnival atmosphere of the Cheung Chau Bun Festival, with its high bamboo-and-paper towers covered in sticky buns, will fascinate the young ones.",1,1,1
"If, after concluding a deal, you try to pay with a credit card, he may then boost the price in order to cover the card charges.",0,1,NA
"It is advisable to shop at outlets that are members of the Hong Kong Tourist Association (HKTA), identified by a red junk logo.",NA,0,0
"Membership imposes an obligation to maintain standards of both quality and service, and provides dissatisfied customers with an officially recognized channel for redressing complaints; the number to call is Tel. 2508 1234.",NA,NA,0
"Pick up a copy of HKTA’s “The Official Dining, Entertainment & Shopping Directory” in which all member stores are listed.",1,1,0
"Shipping.",NA,NA,0
"Many stores will pack and ship purchases.",1,1,1
"Ask if automatic free insurance is provided.",NA,1,NA
"If the goods are very valuable or fragile, it is a good idea to buy an all-risk insurance for the shipment.",1,1,0
"Packages sent to the US or to Europe generally take six to eight weeks by surface mail, and one week by airmail.",NA,1,0
"Shopping Areas.",1,NA,0
"Major shopping areas are Tsim Sha Tsui in Kowloon, especially along Nathan Road; Central on Hong Kong Island, particularly for upscale designer goods; Causeway Bay for slightly better prices; and the Hollywood Road area.",NA,NA,0
"On photographic equipment, electronic goods, and watches, you avoid the luxury tax payable in your home country.",NA,NA,NA
"Department Stores.",NA,0,0
"Look for Lane Crawford Ltd., an upscale store with branches at Pacific Place, 70 Queen’s Road, and Harbour City; Wing On, one of the oldest in Hong Kong; Marks and Spencer; and the Japanese department stores, Mitsukoshi, Sobo, and Seibu.",1,NA,NA
"Malls.",1,1,0
"Hong Kong is full of giant malls.",1,1,0
"Harbour City, just west of the Star Ferry Terminal in Tsim Sha Tsui is one of the largest; Pacific Place, 88 Queensway, is Central’s biggest mall, with retail outlets and department stores; Times Square is a collection of retail outlets in Causeway Bay.",1,NA,NA
"In addition, most top-line hotels have upscale malls full of designer boutiques.",1,NA,NA
"Factory Outlets.",1,0,0
"These stores sell excess stock or factory overruns.",1,1,1
"Hong Kong is no longer a factory outlet center since much of its clothing manufacturing has moved elsewhere.",0,1,0
"There are factory showrooms in the Pedder Building, 12 Pedder Street, in Central.",1,1,0
"Markets.",1,1,0
"Markets are the places to use your bargaining skills.",NA,1,0
"Hong Kong’s most famous and colorful market is the Temple Street Night Market near the Jordan MTR stop.",1,0,0
"Every conceivable kind of goods is sold here: clothing, all kinds of electronics, CDs, souvenirs, crafts, and jewelry.",1,0,NA
"Specialty goods and souvenirs, often handmade, come from Hong Kong and elsewhere in China.",NA,1,0
"Stanley Market is located on Hong Kong’s southern coast, and is well-known for all kinds of clothing, including silk and cashmere.",1,NA,1
"Bargain, and carefully examine any merchandise you buy here.",NA,1,0
"The Jade Market, on Kansu Street in Yau Ma Tei, is known for both jade and freshwater pearls.",NA,NA,NA
"This is not the place to make expensive purchases, but it’s great for inexpensive pendants, earrings, and gifts.",NA,NA,0
"What to Buy",NA,NA,NA
"Antiques.",1,NA,NA
"Hollywood Road in the Mid-Levels above Central is the most famous antiques street in Hong Kong.",NA,0,0
"Look for fine Chinese bronzes, embroidery, lacquerware and porcelain, tomb figures, and wood carvings, among other possibilities.",1,NA,0
"The experts point out that it is not age alone that determines a Chinese antique’s value — the dynasties of the past had their creative ups and downs.",1,1,1
"Custom-made garments by skillful Hong Kong tailors are still much in demand and cost less than elsewhere for comparable garments.",1,1,1
"For serious antiques, try Honeychurch Antiques at no. 29 for furniture and silver, Tai Sing Company at 122 for porcelain.",NA,1,NA
"For fun you can visit the Low Price Shop at no. 47 or the Cat Street crafts stores and flea market.",1,1,0
"Brocades and Silks.",NA,NA,0
"Fabrics from China are a bargain and well worth taking home.",1,1,NA
"Inflation has taken its toll in Hong Kong.",0,0,0
"For fabrics, also try Western Market, Morrison Street, in Central.",NA,NA,0
"Photo buffs know that Hong Kong is the place to buy some of the world’s most advanced photographic equipment, and there are some real bargains around.",1,1,NA
"However, be sure you compare prices and models before buying.",NA,1,0
"Two reliable places to start looking in Lan Kwai Fong are Photo Scientific in the Eurasia Building and Hing Lee Camera Company, 25 Lyndhurst Terrace.",NA,1,1
"Carpets and Rugs.",NA,0,0
"Hong Kong is a mecca for Chinese hand-knotted wool carpets and silk rugs.",NA,NA,NA
"Hong Kong’s stores are usually able to arrange shipment.",1,NA,0
"Caravan at 65 Hollywood Road and the shops in The Silk Road at Ocean Center in Tsim Sha Tsui are good places to start looking.",1,NA,NA
"Note that alcohol and tobacco are both exceptions to Hong Kong’s duty-free regime and are subject to tax.",0,NA,0
"China (Porcelain).",NA,NA,0
"In Hong Kong you can have a plate, or even a whole dinner service, hand-painted to your own design.",1,1,NA
"Factories in Kowloon and the New Territories, producing traditional and modern china, are geared to entertain and instruct visiting tourists; prices are appealing.",1,NA,1
"Two of the largest places to go are the Wah Tung China Company in the Grand Marine Industrial Building in Aberdeen; and the Overjoy Porcelain Factory in Block B of the Kwai Hing Industrial Building, Kwai Chung, in the New Territories.",NA,NA,0
"In antiques shops, look for highly valued porcelains from China.",1,1,NA
"Note that because of the duty-free situation, good bargains may be found in European china, including Spode and Wedgwood.",1,NA,0
"Electronics.",NA,NA,NA
"The latest gadgets are sometimes available in Hong Kong before anywhere else.",NA,NA,0
"Before you begin shopping, pick up HKTA’s “Shopping Guide to Consumer Electronics. ”",NA,NA,0
"Prices on electronics have risen in the past two years; check prices at home before you buy here.",0,1,0
"Nathan Road has many electronics shops.",1,NA,0
"Also check out Star Computer City in the Star House near the Star Ferry terminal.",1,NA,NA
"You’ll find that prices are about the same in Hong Kong Central and Kowloon, and somewhat cheaper in Causeway Bay, which caters to local shopping.",1,1,1
"Furniture.",NA,NA,0
"The choice ranges from traditional hand-carved Chinese rosewood furniture to well-made reproductions of modern Western styles.",1,1,NA
"Rattan furniture is highly popular.",NA,1,0
"Hollywood Road has several furniture shops.",1,1,1
"Queen’s Road East in Wan Chai is a furniture manufacturing and retail area.",NA,NA,0
"Jade.",NA,1,0
"“ Good for the health” is just one of the many magical qualities that are attributed to these beautiful emerald-green or turquoise stones.",1,NA,1
"Real jade is extremely expensive, and you may be offered counterfeit jade, which looks exactly like the genuine article.",0,NA,0
"Some people say you can test the authenticity by touch — real jade feels smooth and cool.",1,1,NA
"Alternatively, you can shine a lamp on the stone — real jade shows no reflected light.",1,0,0
"Better still, go shopping with an expert.",1,1,0
"Jewelry.",NA,NA,0
"Thanks to the duty-free situation, prices in Hong Kong are lower than they are in some other places.",1,0,1
"You can buy gemstones loose or set, or have them made up to your own design.",1,1,0
"Popular purchases include diamonds and freshwater pearls.",1,NA,1
"If you do plan to buy jewelry, be sure to consult the “Shopping Guide to Jewellery” published by the Hong Kong Tourist Authority to find a reputable dealer.",1,1,0
"The statues in the main shrine represent Man, the god of literature, and Mo, the god of war, a curious juxtaposition.",NA,1,0
"The temple is always crowded with worshipers.",1,0,0
"Just past the temple is the aptly named Ladder Street.",1,0,NA
"As you get off, the 52-story Jardine House with porthole-shaped windows catches the eye.",1,1,NA
"Go down one flight of steps to Lascar Row, popularly known as Cat Street, for more antiques and curio shops.",1,1,NA
"Walk up the steps to reach Caine Lane, where you’ll find the Museum of Medical Sciences (open Tuesday–Saturday 10am–5pm; admission by donation).",1,1,0
"The interesting Edwardian building was formerly the Pathological Institute, founded to combat the 19th century’s 30-year-long outbreak of bubonic plague.",1,1,1
"The old laboratory is still intact, and there are exhibits on Chinese pharmacology and the history of medicine in Hong Kong.",1,1,NA
"Just to the east of the financial district, Wan Chai was once an area of sleazy clubs and topless bars; this was the setting for The World of Suzy Wong.",0,1,1
"Servicemen relaxing from the rigors of the Vietnam War poured millions of dollars into the Wan Chai boom of the 1960s.",1,1,NA
"There are restaurants and a Starbuck’s in the basement, and you can access the raised pedestrian crosswalk from the escalators on the ground floor.",NA,NA,1
"There are still bars and clubs here, but the area has become almost mainstream, and office towers are replacing many of the sinful old premises.",NA,1,0
"The Wan Chai waterfront is dominated by the Hong Kong Convention and Exhibition Centre, the largest in Asia, which includes hotels, theaters, and exhibition halls.",NA,1,0
"The convention center, an extension on reclaimed land, affords stunning views of the Wan Chai waterfront.",1,1,NA
"Adjacent, just west of the convention center, is another modern highlight, the Academy for the Performing Arts on Gloucester Road.",1,1,NA
"On Wan Chai’s Bowen Road, Maiden’s Rock, also called Lover’s Rock, is the gathering place for the annual Maiden’s festival.",1,1,1
"Although it is not a tourist attraction, the rock is steeped in tradition.",0,1,0
"Every August young women convene to light joss sticks and some even climb the nine-meter (30-ft) rock to pray for good husbands.",1,NA,1
